Title,Body (HTML),Vendor,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Compare At Price,Variant Price,Image Src,Variant Image,Variant Inventory Qty,Style ID (product.metafields.custom.style_id),Color (product.metafields.custom.color),Style (product.metafields.custom.style),Material (product.metafields.custom.material),Construction (product.metafields.custom.construction),Thickness (product.metafields.custom.thickness),Fringe (product.metafields.custom.fringe),Location (product.metafields.custom.location),Designer (product.metafields.custom.designer),Made In (product.metafields.custom.made_in),Custom Sizes (product.metafields.custom.custom_sizes),Sample Size (product.metafields.custom.sample_size),Rug Pad (product.metafields.custom.rug_pad),Shape (product.metafields.custom.shape)
Menorca - MEN-3 Area Rug,"<div class=""product-overview-data"">
<p><p>Every glance at this splendid area rug reveals more detail to admire, its meticulously handwoven surface awash with old-world motifs worth exploring. The handsome Menorca MEN-3 area rug is part of the Pure Salt x Momeni collaboration, a series that elevates thoughtful material selections and exquisite craftsmanship.</p><ul><li>Design studio and lifestyle brand Pure Salt is known for a signature style that achieves sophisticated coastal vibes without sacrificing family-forward comfort for everyday living. </li><li> Menorca MEN-3 features an intricate botanical pattern that fills the open all-over field as layered borders hug the edges. This traditional rug is naturally distressed for an authentic vintage look. </li><li> Each rug in the Menorca collection boasts authentic hand-knotted construction for quality to last a lifetime. The 100% wool rug surface is highly resilient while remaining soft underfoot. </li><li> Use a dry white cloth to blot spills before they set. Vacuum in straight lines using a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Pure Salt x Momeni,Color,Blue,Size,"2'6"" x 9' Rectangular runner","1,429.00",749.25,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menormen-3blu_16.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menorcabazaarslaterug-menormen-3blu80a02.jpg",1.0,MEN-3,Blue,Vintage / Overdyed,100% Wool,Hand-Knotted,"2⁄5"" (approx.)",No decorative fringe,Indoor Only,Pure Salt,India,Not available,Not available,Recommended,
Menorca - MEN-3 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menorcabazaarslaterug-menormen-3blu80a02.jpg",,,,,,,,,,,,,,,,
Menorca - MEN-3 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menormen-3blu_9.jpg",,,,,,,,,,,,,,,,
Menorca - MEN-3 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menormen-3blu_13.jpg",,,,,,,,,,,,,,,,
Menorca - MEN-3 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menormen-3blu_14.jpg",,,,,,,,,,,,,,,,
Menorca - MEN-3 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menormen-3blu_15.jpg",,,,,,,,,,,,,,,,
Menorca - MEN-3 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menormen-3blu_21.jpg",,,,,,,,,,,,,,,,
Menorca - MEN-3 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menormen-3blu_20.jpg",,,,,,,,,,,,,,,,
Menorca - MEN-3 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menorcabazaarslaterug-menormen-3blu80a01.jpg",,,,,,,,,,,,,,,,
Menorca - MEN-3 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menorcabazaarslaterug-menormen-3blu2690.jpg",,,,,,,,,,,,,,,,
Menorca - MEN-3 Area Rug,"<div class=""product-overview-data"">
<p><p>Every glance at this splendid area rug reveals more detail to admire, its meticulously handwoven surface awash with old-world motifs worth exploring. The handsome Menorca MEN-3 area rug is part of the Pure Salt x Momeni collaboration, a series that elevates thoughtful material selections and exquisite craftsmanship.</p><ul><li>Design studio and lifestyle brand Pure Salt is known for a signature style that achieves sophisticated coastal vibes without sacrificing family-forward comfort for everyday living. </li><li> Menorca MEN-3 features an intricate botanical pattern that fills the open all-over field as layered borders hug the edges. This traditional rug is naturally distressed for an authentic vintage look. </li><li> Each rug in the Menorca collection boasts authentic hand-knotted construction for quality to last a lifetime. The 100% wool rug surface is highly resilient while remaining soft underfoot. </li><li> Use a dry white cloth to blot spills before they set. Vacuum in straight lines using a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Pure Salt x Momeni,Color,Blue,Size,8' x 10' Rectangular,"5,719.00","2,999.25","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menorcabazaarslaterug-menormen-3blu2690.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menorcabazaarslaterug-menormen-3blu80a02.jpg",1.0,MEN-3,Blue,Vintage / Overdyed,100% Wool,Hand-Knotted,"2⁄5"" (approx.)",No decorative fringe,Indoor Only,Pure Salt,India,Not available,Not available,Recommended,
Menorca - MEN-3 Area Rug,"<div class=""product-overview-data"">
<p><p>Every glance at this splendid area rug reveals more detail to admire, its meticulously handwoven surface awash with old-world motifs worth exploring. The handsome Menorca MEN-3 area rug is part of the Pure Salt x Momeni collaboration, a series that elevates thoughtful material selections and exquisite craftsmanship.</p><ul><li>Design studio and lifestyle brand Pure Salt is known for a signature style that achieves sophisticated coastal vibes without sacrificing family-forward comfort for everyday living. </li><li> Menorca MEN-3 features an intricate botanical pattern that fills the open all-over field as layered borders hug the edges. This traditional rug is naturally distressed for an authentic vintage look. </li><li> Each rug in the Menorca collection boasts authentic hand-knotted construction for quality to last a lifetime. The 100% wool rug surface is highly resilient while remaining soft underfoot. </li><li> Use a dry white cloth to blot spills before they set. Vacuum in straight lines using a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Pure Salt x Momeni,Color,Blue,Size,9' x 12' Rectangular,"8,579.00","4,499.25","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menorcabazaarslaterug-menormen-3blu2690.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menorcabazaarslaterug-menormen-3blu80a02.jpg",1.0,MEN-3,Blue,Vintage / Overdyed,100% Wool,Hand-Knotted,"2⁄5"" (approx.)",No decorative fringe,Indoor Only,Pure Salt,India,Not available,Not available,Recommended,
Menorca - MEN-3 Area Rug,"<div class=""product-overview-data"">
<p><p>Every glance at this splendid area rug reveals more detail to admire, its meticulously handwoven surface awash with old-world motifs worth exploring. The handsome Menorca MEN-3 area rug is part of the Pure Salt x Momeni collaboration, a series that elevates thoughtful material selections and exquisite craftsmanship.</p><ul><li>Design studio and lifestyle brand Pure Salt is known for a signature style that achieves sophisticated coastal vibes without sacrificing family-forward comfort for everyday living. </li><li> Menorca MEN-3 features an intricate botanical pattern that fills the open all-over field as layered borders hug the edges. This traditional rug is naturally distressed for an authentic vintage look. </li><li> Each rug in the Menorca collection boasts authentic hand-knotted construction for quality to last a lifetime. The 100% wool rug surface is highly resilient while remaining soft underfoot. </li><li> Use a dry white cloth to blot spills before they set. Vacuum in straight lines using a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Pure Salt x Momeni,Color,Blue,Size,10' x 14' Rectangular,"10,719.00","5,624.25","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menorcabazaarslaterug-menormen-3blu2690.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147988/237373/ws_menorcabazaarslaterug-menormen-3blu80a02.jpg",1.0,MEN-3,Blue,Vintage / Overdyed,100% Wool,Hand-Knotted,"2⁄5"" (approx.)",No decorative fringe,Indoor Only,Pure Salt,India,Not available,Not available,Recommended,
Menorca - MEN-2 Area Rug,"<div class=""product-overview-data"">
<p><p>Authentic hand-knotted construction is showcased at its very best with the impressively crafted Menorca collection by Pure Salt x Momeni. The alluring Menorca MEN-2 area rug invites visual exploration with its expertly executed detailing, all rendered in pure wool for long-lasting performance.</p><ul><li>Pure Salt co-founders Aly Morford and Leigh Lincoln have teamed up with Momeni to create an area rug collection that perfectly reflects their coastal chic aesthetic, each piece made with livable family-friendly appeal. </li><li> This traditional area rug features a naturally distressed effect for an authentic timeworn appearance that will only grow deeper and more beautiful with age. Low-profile construction makes this rug suitable for creative layering with other Pure Salt x Momeni rugs. </li><li> Highly skilled Momeni artisans create each Menorca collection rug using authentic hand-knotted construction techniques. This is a 100% wool rug with true heirloom potential. </li><li> Blot spills using a dry white cloth. Always remember to disengage the vacuum beater bar component before vacuuming. Professional cleaning is recommended as needed.</li></ul></p>
</div>",Pure Salt x Momeni,Color,Cream,Size,"2'6"" x 9' Rectangular runner","1,429.00",749.25,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147987/237372/ws_menormen-2crm_16.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147987/237372/ws_menorcabazaarivoryrug-menormen-2crm80a02.jpg",1.0,MEN-2,Cream,Vintage / Overdyed,100% Wool,Hand-Knotted,"2⁄5"" (approx.)",No decorative fringe,Indoor Only,Pure Salt,India,Not available,Not available,Recommended,
Menorca - MEN-2 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/20605/147987/237372/ws_menorcabazaarivoryrug-menormen-2crm80a02.jpg",,,,,,,,,,,,,,,,
