Title,Body (HTML),Vendor,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Compare At Price,Variant Price,Image Src,Variant Image,Variant Inventory Qty,Style ID (product.metafields.custom.style_id),Color (product.metafields.custom.color),Style (product.metafields.custom.style),Material (product.metafields.custom.material),Construction (product.metafields.custom.construction),Shape (product.metafields.custom.shape),Thickness (product.metafields.custom.thickness),Fringe (product.metafields.custom.fringe),Location (product.metafields.custom.location),Made In (product.metafields.custom.made_in),Custom Sizes (product.metafields.custom.custom_sizes),Sample Size (product.metafields.custom.sample_size),Rug Pad (product.metafields.custom.rug_pad)
Caesar - CAE-1125 Area Rug,"<div class=""product-overview-data"">
<p><p>Custom rug sizes available. Embrace a refined, balanced interior design aesthetic with the Caesar CAE-1125 Area Rug by Surya.</p><ul><li>This sophisticated area rug is expertly hand-tufted in India by master artisans.</li><li> This lovely, traditional area rug features a pretty yellow, denim, and camel color palette and a flourishing floral pattern with a contrasting border.</li><li> This medium pile rug is a fine choice for kid-friendly, pet-friendly, and high-traffic spaces. The soft, 100% wool area rug is a brilliant way to elevate your living room or bedroom.</li><li> A well-thought-out cleaning and care routine will keep your rug looking gorgeous for years to come. One important part of such a routine is vacuuming frequently to remove dirt and allow the rug's fibers to stand up.</li></ul></p>
</div>",Surya,Color,"Bright Yellow, Denim, Camel",Size,"18"" x 18"" sample",100.00,70.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00114/12208/116321/186666/ws_cae1125-roomscene_rd.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00114/12208/116321/186666/ws_cae1125-58_01282021.jpg",1.0,CAE-1125,"Bright Yellow, Denim, Camel",Traditional / Oriental,100% Wool,Hand-Tufted,Also in shapes other than rectangle,"7⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Recommended
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00114/12208/116321/186666/ws_cae1125-58_01282021.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00488/12208/116321/186666/ws_cae1125largesize-roomscene_201.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00114/12208/116321/186666/ws_cae1125-roomscene_201.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00114/12208/116321/186666/ws_cae1125runner-roomscene_201.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00488/12208/116321/186666/ws_cae1125-styleshot_002.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00488/12208/116321/186666/ws_cae1125-swatch.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00114/12208/116321/186666/ws_cae1125-268.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00488/12208/116321/186666/ws_cae1125-7696.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00114/12208/116321/186666/ws_cae1125-811.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00114/12208/116321/186666/ws_cae1125-23.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00488/12208/116321/186666/ws_cae1125-69ov.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00114/12208/116321/186666/ws_cae1125-810ov.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00114/12208/116321/186666/ws_cae1125-6rd.jpg",,,,,,,,,,,,,,,
Caesar - CAE-1125 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00114/12208/116321/186666/ws_cae1125-8rd.jpg",,,,,,,,,,,,,,,
