Title,Body (HTML),Vendor,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Compare At Price,Variant Price,Image Src,Variant Image,Variant Inventory Qty,Style ID (product.metafields.custom.style_id),Color (product.metafields.custom.color),Style (product.metafields.custom.style),Material (product.metafields.custom.material),Construction (product.metafields.custom.construction),Thickness (product.metafields.custom.thickness),Fringe (product.metafields.custom.fringe),Location (product.metafields.custom.location),Designer (product.metafields.custom.designer),Made In (product.metafields.custom.made_in),Custom Sizes (product.metafields.custom.custom_sizes),Sample Size (product.metafields.custom.sample_size),Rug Pad (product.metafields.custom.rug_pad)
Doheny Printed - Diana Area Rug,"<div class=""product-overview-data"">
<p><p>With the Doheny Printed Collection from Novogratz by Momeni, vintage sophistication is more accessible and practical than ever before. The classically inspired Diana area rug boasts a time-honored pattern, expressed through a distressed effect that lends a convincing illusion of age.</p><ul><li>Diana is a 100% polyester area rug flatwoven by machine, the pattern digitally printed for crisp clarity. The low profile design allows for easier upkeep compared to higher pile designs.</li><li>Doheny collection area rugs are tightly woven from strong synthetics that resist staining and everyday wear for longer-lasting appeal.</li><li>Stylized botanical designs dance throughout an open field in calming indigoes over a warm and inviting red. This charming traditional area rug is well-suited to formal and casual placements throughout the home.</li><li>Blot with a damp cloth to spot clean as needed. Seek out professional care to treat deeper set-in stains. </li></ul></p>
</div>",Novogratz by Momeni,Color,"Rust, Navy, Grey ",Size,2' x 3' Rectangular,70.0,37.24,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19296/143750/231262/ws_dohendoh-1rst-novogratz-lifestyle_4.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19296/143750/231262/ws_dohendoh-1rst.jpg",1.0,Diana,"Rust, Navy, Grey (DOH-1)",Vintage / Overdyed,100% Polyester,Machine-Made,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Novogratz,China,Not available,Not available,Recommended
Doheny Printed - Diana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19296/143750/231262/ws_dohendoh-1rst.jpg",,,,,,,,,,,,,,,
Doheny Printed - Diana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19296/143750/231262/ws_doheny-novogratz-lifestyle_2.jpg",,,,,,,,,,,,,,,
Doheny Printed - Diana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19296/143750/231262/ws_novogratzwestbourne220218089.jpg",,,,,,,,,,,,,,,
Doheny Printed - Diana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19296/143750/231262/ws_dohendoh-1rst_1.jpg",,,,,,,,,,,,,,,
Doheny Printed - Diana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19296/143750/231262/ws_dohendoh-1rst_2.jpg",,,,,,,,,,,,,,,
Doheny Printed - Diana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19296/143750/231262/ws_dohendoh-1rst_5.jpg",,,,,,,,,,,,,,,
Doheny Printed - Diana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19296/143750/231262/ws_dohendoh-1rst_3.jpg",,,,,,,,,,,,,,,
Doheny Printed - Diana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19296/143750/231262/ws_dohendoh-1rst_6.jpg",,,,,,,,,,,,,,,
Doheny Printed - Diana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19296/143750/231262/ws_dohendoh-1rst_7.jpg",,,,,,,,,,,,,,,
Bolt Printed - Zig Area Rug,"<div class=""product-overview-data"">
<p><p>With the Bolt Printed collection from Novogratz by Momeni, the time-honored Japanese art of shibori lends stylistic inspiration to a range of practical synthetic area rugs. The handsome Zig area rug beautifully demonstrates the softly feathered geometric patterns that might be found in antique shibori designs, creatively reimagined for the modern home.</p><ul><li>Bolt collection synthetic rugs are flatwoven by machine for excellent consistency and strength, the pattern digitally printed across the top. This piece is well-suited for areas that experience moderate to high foot traffic.</li><li>Shibori is a tie-dye technique used to achieve endlessly intricate patterns often in calming indigo hues. The innovative Bolt collection channels this look beautifully.</li><li>Zig is aptly named for its zig-zag pattern that immediately catches the eye, formed from the negative space of broken white stripes that traverse from end to end.</li><li>This contemporary area rug is rendered in a rich denim blue for easy coordination with so many interior palettes.</li><li>Use a dry white cloth to blot away spills as soon as you encounter them. Vacuum on the top and bottom weekly or as needed. </li></ul></p>
</div>",Novogratz by Momeni,Color,Denim ,Size,"2'3"" x 7'6"" Rectangular runner",159.00,69.22,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19298/143755/231268/ws_novogratzpopup-0307.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19298/143755/231268/ws_bolt0bol-1dnm.jpg",1.0,Zig,Denim (BOL-1),Contemporary / Modern,100% Polyester,Machine-Made,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Novogratz,China,Not available,Not available,Recommended
Bolt Printed - Zig Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19298/143755/231268/ws_bolt0bol-1dnm.jpg",,,,,,,,,,,,,,,
Bolt Printed - Zig Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19298/143755/231268/ws_bolt0bol-1dnm_5.jpg",,,,,,,,,,,,,,,
Bolt Printed - Zig Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19298/143755/231268/ws_bolt0bol-1dnm_1.jpg",,,,,,,,,,,,,,,
Bolt Printed - Zig Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19298/143755/231268/ws_bolt0bol-1dnm_2.jpg",,,,,,,,,,,,,,,
Bolt Printed - Zig Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19298/143755/231268/ws_bolt0bol-1dnm_3.jpg",,,,,,,,,,,,,,,
Bolt Printed - Zig Area Rug,"<div class=""product-overview-data"">
<p><p>With the Bolt Printed collection from Novogratz by Momeni, the time-honored Japanese art of shibori lends stylistic inspiration to a range of practical synthetic area rugs. The handsome Zig area rug beautifully demonstrates the softly feathered geometric patterns that might be found in antique shibori designs, creatively reimagined for the modern home.</p><ul><li>Bolt collection synthetic rugs are flatwoven by machine for excellent consistency and strength, the pattern digitally printed across the top. This piece is well-suited for areas that experience moderate to high foot traffic.</li><li>Shibori is a tie-dye technique used to achieve endlessly intricate patterns often in calming indigo hues. The innovative Bolt collection channels this look beautifully.</li><li>Zig is aptly named for its zig-zag pattern that immediately catches the eye, formed from the negative space of broken white stripes that traverse from end to end.</li><li>This contemporary area rug is rendered in a rich denim blue for easy coordination with so many interior palettes.</li><li>Use a dry white cloth to blot away spills as soon as you encounter them. Vacuum on the top and bottom weekly or as needed. </li></ul></p>
</div>",Novogratz by Momeni,Color,Denim ,Size,"7'6"" x 9'6"" Rectangular",669.00,307.68,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19298/143755/231268/ws_bolt0bol-1dnm_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00008/19298/143755/231268/ws_bolt0bol-1dnm.jpg",1.0,Zig,Denim (BOL-1),Contemporary / Modern,100% Polyester,Machine-Made,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Novogratz,China,Not available,Not available,Recommended
